oshwaUid,country,projectName,responsibleParty,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
AU000015,Australia,OrangeCrab,Gregory Davill,Electronics,CERN-OHL-1.2,MIT,Other,2023-09-18T00:00-04:00,521,61,32,https://certification.oshwa.org/au000015.html
CZ000002,Czech Republic,Original Prusa MINI,Prusa Research a.s.,3D Printing,Other,GPL,Other,2020-11-17T00:00-05:00,458,79,61,https://certification.oshwa.org/cz000002.html
NL000019,Netherlands,Orthosie,Tanmoy Dutta,IOT,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2024-04-05T00:00-04:00,0,0,1,https://certification.oshwa.org/nl000019.html
US000073,United States of America,OSH Park Badge,Kenneth Olsen,Electronics,Other,No software,CC BY,2017-08-17T00:00-04:00,30,16,3,https://certification.oshwa.org/us000073.html
US002665,United States of America,OSUMGP-RP2040,Nicholas Guy,Electronics,CC-BY-4.0,MIT,CC-BY-4.0,2024-08-15T00:00-04:00,15,3,2,https://certification.oshwa.org/us002665.html
CL000004,Chile,OTTAA Press&Press,OTTAA Project (Legal name: Comunicación Aumentativa Chile SpA),Other,CERN,No software,CC BY-SA,2021-10-07T00:00-04:00,15,3,2,https://certification.oshwa.org/cl000004.html
CL000003,Chile,OTTAA Scroll&Press,OTTAA Project (Legal name: Comunicación Aumentativa Chile SpA),Other,CERN,No software,CC BY-SA,2021-09-29T00:00-04:00,15,3,2,https://certification.oshwa.org/cl000003.html
CL000002,Chile,OTTAA Sip&Puff,OTTAA Project   (Legal name: Comunicación Aumentativa Chile SpA),Other,CERN,No software,CC BY-SA,2021-03-18T00:00-04:00,15,3,2,https://certification.oshwa.org/cl000002.html
DE000111,Germany,OtterCastAmp,Lucia Fauth,Electronics,Other,GPL,CC BY-SA,2021-04-26T00:00-04:00,338,14,49,https://certification.oshwa.org/de000111.html
DE000109,Germany,OtterCastAudioV2,Jana Marie Hemsing,Sound,Other,GPL,CC BY-SA,2021-04-19T00:00-04:00,655,27,53,https://certification.oshwa.org/de000109.html
US002763,United States of America,OtterX,Joseph Burks,Electronics,CERN-OHL-W-2.0,No software,CERN-OHL-W-2.0,2025-07-16T00:00-04:00,11,1,4,https://certification.oshwa.org/us002763.html
CH000017,Switzerland,Ötz-T: 3D-printed open-source turbidity sensor with Arduino shield for suspended sediment monitoring,ETH Zürich,Environmental,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2022-11-08T00:00-05:00,12,0,2,https://certification.oshwa.org/ch000017.html
PL000018,Poland,Owner avatar simple-safe-bike-lights,Norbert,Electronics,CERN,CC-BY-SA-4.0,GPL,2024-06-27T00:00-04:00,2,1,2,https://certification.oshwa.org/pl000018.html
HR000088,Croatia,Ozone sensor MQ131 breakout,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,3,0,1,https://certification.oshwa.org/hr000088.html
HR000098,Croatia,Ozone sensor MQ131 breakout with easyC,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,1,0,1,https://certification.oshwa.org/hr000098.html
ES000025,Spain,Pant 5x5 neopixel 2020,XDeSIG,Education,CERN-OHL-P-2.0,No software,CC BY-SA,2021-09-30T00:00-04:00,0,0,1,https://certification.oshwa.org/es000025.html
UK000017,United Kingdom,PaPiRus HAT,Pi Supply,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,356,84,45,https://certification.oshwa.org/uk000017.html
UK000018,United Kingdom,PaPiRus Zero,Pi Supply,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,356,84,45,https://certification.oshwa.org/uk000018.html
US002161,United States of America,PAPRa,Tetra Bio Distributed,Wearables,CERN-OHL-P-2.0,MIT,CC-BY-4.0,2023-01-12T00:00-05:00,356,84,45,https://certification.oshwa.org/us002161.html
ES000004,Spain,Parametric optical filter stage,Universidad Rey Juan Carlos,Science,CERN,LGPL,CC BY,2019-07-23T00:00-04:00,9,3,2,https://certification.oshwa.org/es000004.html
US002170,United States of America,PB86 Step Switch Breadboard-Friendly Breakout PCB - Pack of 12,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-02-24T00:00-05:00,6,1,10,https://certification.oshwa.org/us002170.html
CA000002,Canada,PC Henshin,René Richard,Electronics,CERN,GPL,Other,2017-10-17T00:00-04:00,9,3,4,https://certification.oshwa.org/ca000002.html
HR000036,Croatia,PCB breadboard/protoboard,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,3,1,1,https://certification.oshwa.org/hr000036.html
SK000002,Slovakia,PCB coil joule thief,Peter Mišenko,Electronics,CERN,No software,CC BY,,4,0,1,https://certification.oshwa.org/sk000002.html
US002456,United States of America,PCB for iCufflinks and iNecklace,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,76,18,11,https://certification.oshwa.org/us002456.html
SE000017,Sweden,PCB Holder / Ruler,arturo182,Manufacturing,CERN-OHL-1.2,No software,Other,2022-02-11T00:00-05:00,13,3,3,https://certification.oshwa.org/se000017.html
SK000001,Slovakia,PCB stepper motor,Peter Mišenko,Electronics,CERN,GPL,CC BY,2018-11-18T00:00-05:00,10,0,1,https://certification.oshwa.org/sk000001.html
PL000015,Poland,PCIEX4X16,Mirosław Folejewski,Electronics,CERN-OHL-1.2,Other,CC-BY-4.0,2023-04-18T00:00-04:00,0,1,1,https://certification.oshwa.org/pl000015.html
CH000019,Switzerland,Pedalboard LED ring,Christof Laenzlinger,Sound,CERN-OHL-P-2.0,GPL-3.0-or-later,GPL-3.0-or-later,2023-08-02T00:00-04:00,0,1,1,https://certification.oshwa.org/ch000019.html
FR000025,France,Pedro Robot,Almoutazar SAANDI,Robotics,CERN,Apache,CC BY-SA,2025-02-28T00:00-05:00,131,10,11,https://certification.oshwa.org/fr000025.html
US000102,United States of America,Pelican Rain Tarp,"Hummingbird Hammocks, LLC",Other,Other,No software,CC BY-SA,2018-01-25T00:00-04:00,15,4,7,https://certification.oshwa.org/us000102.html
IN000014,India,penguin-learn-to-solder-badge,Ayan Pahwa,Education,Other,No software,Other,2020-05-11T00:00-04:00,2,1,1,https://certification.oshwa.org/in000014.html
AZ000001,Azerbaijan,Penguino 4260 Feather,Orkhan AmirAslan,Electronics,CERN,No software,CC BY-SA,2020-04-27T00:00-04:00,8,5,2,https://certification.oshwa.org/az000001.html
AZ000002,Azerbaijan,Penguino Feather SAMR34,Orkhan AmirAslan,Electronics,CERN,No software,CC BY-SA,2020-04-27T00:00-04:00,61,16,18,https://certification.oshwa.org/az000002.html
AZ000003,Azerbaijan,Penguino LoRa-E5 STM32WL,Orkhan AmirAslan,IOT,CERN,No software,CC BY-SA,2021-03-24T00:00-04:00,40,6,11,https://certification.oshwa.org/az000003.html
AZ000004,Azerbaijan,Penguino STM32WL MAMWLE-xx,Orkhan Amiraslan,Electronics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2023-10-23T00:00-04:00,15,2,1,https://certification.oshwa.org/az000004.html
CH000013,Switzerland,PewPew LCD,Radomir Dopieralski,Education,CC-BY-SA-4.0,Apache,CC-BY-SA-4.0,2022-05-06T00:00-04:00,7,0,1,https://certification.oshwa.org/ch000013.html
US000076,United States of America,pH Probe Interface,Justin Decker,Tool,Other,Other,Other,2017-09-01T00:00-04:00,7,0,1,https://certification.oshwa.org/us000076.html
CL000005,Chile,Phecda,iowlabs,IOT,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2023-10-15T00:00-04:00,0,0,3,https://certification.oshwa.org/cl000005.html
NL000030,Netherlands,Philophrosyne,Tanmoy Dutta,Electronics,CERN-OHL-P-2.0,GPL-3.0-or-later,CC-BY-4.0,2025-06-12T00:00-04:00,0,0,0,https://certification.oshwa.org/nl000030.html
AU000018,Australia,Photon Power Zero,Packets2Photons,IOT,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2024-12-13T00:00-05:00,54,1,5,https://certification.oshwa.org/au000018.html
US002764,United States of America,Physarum Smartwatch,Human Computer Integration Lab,Wearables,CERN,GPL,CC 0,2025-07-31T00:00-04:00,8,1,2,https://certification.oshwa.org/us002764.html
UK000020,United Kingdom,Pi Crust,Pi Supply,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,1,1,10,https://certification.oshwa.org/uk000020.html
UK000021,United Kingdom,Pi Crust Plus,Pi Supply,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,1,1,10,https://certification.oshwa.org/uk000021.html
UK000022,United Kingdom,Pi Crust ProtoHAT,Pi Supply,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,1,1,10,https://certification.oshwa.org/uk000022.html
US000118,United States of America,Pi Fets,Tim Hatch,Electronics,Other,GPL,CC BY-SA,2018-03-06T00:00-04:00,0,1,2,https://certification.oshwa.org/us000118.html
MU000009,Mauritius,Pi Screw,Thundergear Technologies LTD,Electronics,Other,No software,Other,2022-04-20T00:00-04:00,2,0,0,https://certification.oshwa.org/mu000009.html
UK000019,United Kingdom,Pi Supply Switch,Pi Supply,Electronics,Other,Other,CC BY-SA,2020-10-02T00:00-04:00,62,17,19,https://certification.oshwa.org/uk000019.html
US002699,United States of America,Pi-tmaster,Justin Tung,Electronics,Other,Apache,Other,2024-11-15T00:00-05:00,45,2,3,https://certification.oshwa.org/us002699.html
BE000009,Belgium,Piano Solder Kit,Phyx,Education,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2023-04-05T00:00-04:00,1,1,2,https://certification.oshwa.org/be000009.html
ID000014,Indonesia,piBrick Pocket-CM5,Ahmad Amarullah,Electronics,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2025-12-12T00:00-05:00,29,3,3,https://certification.oshwa.org/id000014.html
BG000097,Bulgaria,PIC/PIC Board,Veselin Stanchev,Electronics,CC-BY-SA-4.0,GPL-3.0-or-later,GPL-3.0-or-later,2023-09-18T00:00-04:00,1,0,1,https://certification.oshwa.org/bg000097.html
FR000023,France,pic0rick,Luc Jonveaux,Science,TAPR,GPL-3.0-or-later,CC-BY-SA-4.0,2024-10-21T00:00-04:00,39,10,2,https://certification.oshwa.org/fr000023.html
ES000047,Spain,PicBytesMicro,Making Devices,Electronics,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-05-24T00:00-04:00,3,0,2,https://certification.oshwa.org/es000047.html
US002567,United States of America,Pico Daisy,SparkleTronics LLC,Wearables,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2023-10-29T00:00-04:00,0,0,1,https://certification.oshwa.org/us002567.html
US002140,United States of America,pico-ice,tinyVision.ai Inc.,Electronics,Other,MIT,Other,2022-12-12T00:00-05:00,192,29,9,https://certification.oshwa.org/us002140.html
NL000020,Netherlands,PICO-SST39SF0x0 Programmer,Ivo Filot,Tool,CC-BY-SA-4.0,Other,GPL-3.0-only,2024-04-05T00:00-04:00,11,0,1,https://certification.oshwa.org/nl000020.html
PL000010,Poland,PicoBerry,Mirosław Folejewski,Electronics,CERN-OHL-1.2,No software,CC-BY-4.0,2022-10-31T00:00-04:00,64,8,2,https://certification.oshwa.org/pl000010.html
US000922,United States of America,PicoBuck LED Driver,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-18T00:00-05:00,5,9,48,https://certification.oshwa.org/us000922.html
US002687,United States of America,PicoGUS,Ian Scott,Electronics,CERN-OHL-P-2.0,GPL,GPL,2024-10-21T00:00-04:00,746,61,29,https://certification.oshwa.org/us002687.html
US002122,United States of America,Picow SSR Control,Michael Cummings,Electronics,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2022-08-05T00:00-04:00,0,0,1,https://certification.oshwa.org/us002122.html
IN000050,India,Picuno,Atul Ravi,Electronics,Other,No software,CC BY-SA,2024-02-09T00:00-05:00,4,4,2,https://certification.oshwa.org/in000050.html
PL000014,Poland,PiG,Mirosław Folejewski,Electronics,CERN-OHL-1.2,CC-BY-4.0,Other,2023-04-11T00:00-04:00,13,3,2,https://certification.oshwa.org/pl000014.html
PL000016,Poland,PiG,Mirosław Folejewski,Electronics,CERN-OHL-1.2,No software,CC-BY-4.0,2023-04-18T00:00-04:00,13,3,2,https://certification.oshwa.org/pl000016.html
UK000025,United Kingdom,PiJuice mPCIe,Pi Supply,Electronics,Other,Apache,Other,2021-03-02T00:00-05:00,6,12,9,https://certification.oshwa.org/uk000025.html
US002095,United States of America,PiSpy,Greg Pask,Science,CERN-OHL-S-2.0,GPL-3.0-only,CC-BY-SA-4.0,2022-04-01T00:00-04:00,17,2,3,https://certification.oshwa.org/us002095.html
DE000118,Germany,Piunora,Diodes Delight,Electronics,CERN-OHL-1.2,No software,CC BY-SA,2021-12-22T00:00-05:00,0,1,1,https://certification.oshwa.org/de000118.html
PL000023,Poland,PixelPin,Norbert,Wearables,CC-BY-SA-4.0,GPL-3.0-or-later,CC-BY-SA-4.0,2025-10-01T00:00-04:00,5,0,1,https://certification.oshwa.org/pl000023.html
US002058,United States of America,Pixie Chroma,Lixie Labs LLC.,Electronics,CERN-OHL-W-2.0,GPL,CERN-OHL-W-2.0,2021-11-12T00:00-05:00,58,10,4,https://certification.oshwa.org/us002058.html
US000646,United States of America,Planting Bench,Greg Steiert,Other,Other,No software,CC 0,2020-07-16T00:00-04:00,3,0,1,https://certification.oshwa.org/us000646.html
US000200,United States of America,Platypus,Maniacal Labs,Electronics,CERN,No software,CC BY-SA,2019-12-20T00:00-05:00,5,3,3,https://certification.oshwa.org/us000200.html
CA000066,Canada,Ploopy Nano Trackball,Ploopy Corporation,Electronics,CERN-OHL-S-2.0,GPL,Other,2025-06-06T00:00-04:00,549,53,16,https://certification.oshwa.org/ca000066.html
JP000015,Japan,PMOD-BME280,Frank Migge,Electronics,CERN-OHL-1.2,MIT,CC BY-SA,2022-07-17T00:00-04:00,2,0,1,https://certification.oshwa.org/jp000015.html
JP000016,Japan,PMOD-CRYPTO,Frank Migge,Electronics,CERN-OHL-1.2,MIT,CC BY-SA,2022-07-17T00:00-04:00,1,0,1,https://certification.oshwa.org/jp000016.html
JP000012,Japan,PMOD-I2C24IO,Frank Migge,Electronics,CERN-OHL-1.2,MIT,CC BY-SA,2021-09-29T00:00-04:00,6,1,1,https://certification.oshwa.org/jp000012.html
JP000013,Japan,PMOD2RPI,Frank Migge,Electronics,CERN-OHL-1.2,MIT,CC BY-SA,2021-10-07T00:00-04:00,3,0,2,https://certification.oshwa.org/jp000013.html
HR000047,Croatia,PMS7003 sensor adapter,SOLDERED ELECTRONICS LTD.,Electronics,TAPR,No software,CC BY-SA,2023-03-09T00:00-05:00,1,1,1,https://certification.oshwa.org/hr000047.html
US000083,United States of America,PocketBeagle ,BeagleBoard.org Foundation,Electronics,Other,Other,CC BY,2017-10-06T00:00-04:00,282,69,48,https://certification.oshwa.org/us000083.html
US000642,United States of America,PocketBeagle Grove Cape,BeagleBoard.org Foundation,IOT,Other,MIT,CC BY-SA,2020-06-05T00:00-04:00,48,25,9,https://certification.oshwa.org/us000642.html
US002136,United States of America,Polyformer,yang Cheng,3D Printing,GPL-3.0-only,GPL-3.0-only,GPL-3.0-only,2022-11-28T00:00-05:00,1110,133,76,https://certification.oshwa.org/us002136.html
US002782,United States of America,Portable Engineering Experimenter Board,Claudio de Freitas,Education,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2025-10-01T00:00-04:00,1,0,1,https://certification.oshwa.org/us002782.html
US000071,United States of America,Portable Linear Power Supply,Protocol Electronics,Electronics,Other,No software,CC BY-SA,2017-07-25T00:00-04:00,2,1,2,https://certification.oshwa.org/us000071.html
IN000079,India,Posture-Pulse,Paarth Balachandran,Wearables,CERN-OHL-S-2.0,MIT,CC-BY-4.0,2025-10-29T00:00-04:00,0,0,0,https://certification.oshwa.org/in000079.html
IN000057,India,PowerTiger,ElectroTiger,Electronics,CC0-1.0,MIT,CC0-1.0,2024-09-13T00:00-04:00,16,0,2,https://certification.oshwa.org/in000057.html
US000586,United States of America,Precision LM4040 Voltage Reference Breakout - 2.048V and 4.096V,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2020-05-09T00:00-04:00,4,2,6,https://certification.oshwa.org/us000586.html
US000837,United States of America,Pressure Sensor (Qwiic) - MS5637,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,0,0,1,https://certification.oshwa.org/us000837.html
NL000017,Netherlands,PrintCam,Jerry de Vos,3D Printing,CERN-OHL-S-2.0,GPL-3.0-or-later,CC-BY-SA-4.0,2024-03-08T00:00-05:00,0,0,1,https://certification.oshwa.org/nl000017.html
US001008,United States of America,Pro Micro - 3.3V/8MHz,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,294,74,68,https://certification.oshwa.org/us001008.html
US001007,United States of America,Pro Micro - 5V/16MHz,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,294,74,68,https://certification.oshwa.org/us001007.html
LK000002,Sri Lanka,Programmable Light Controller,Dilshan R Jayakody,Electronics,Other,MIT,CC BY,2019-03-25T00:00-04:00,5,8,1,https://certification.oshwa.org/lk000002.html
US000159,United States of America,Programmable-Air,Amitabh Shrivastava,Robotics,CERN,MIT,CC BY-SA,2019-03-16T00:00-04:00,5,8,1,https://certification.oshwa.org/us000159.html
IN000082,India,PROJECT HANDSHAKE,Pratik Khadse,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2026-01-07T00:00-05:00,1,0,0,https://certification.oshwa.org/in000082.html
DE000102,Germany,ProMicro_Boost,Stefan Herold,Electronics,CERN,No software,CC BY-SA,2021-01-27T00:00-05:00,2,1,0,https://certification.oshwa.org/de000102.html
DE000105,Germany,ProMicro_Boost,Stefan Herold,Electronics,CERN,MIT,CC BY-SA,2021-04-13T00:00-04:00,2,1,0,https://certification.oshwa.org/de000105.html
DE000163,Germany,ProMicro_FTDI,Stefan Herold,Electronics,CERN-OHL-S-2.0,MIT,CC BY-SA,2026-01-07T00:00-05:00,2,1,0,https://certification.oshwa.org/de000163.html
DE000164,Germany,ProMicro_LIPO,Stefan Herold,Electronics,CERN-OHL-S-2.0,MIT,CC BY-SA,2026-01-07T00:00-05:00,2,1,0,https://certification.oshwa.org/de000164.html
DE000161,Germany,ProMicro_LOG,Stefan Herold,Electronics,CERN-OHL-S-2.0,MIT,CC BY-SA,2026-01-07T00:00-05:00,2,1,0,https://certification.oshwa.org/de000161.html
DE000162,Germany,ProMicro_POS,Stefan Herold,Electronics,CERN-OHL-S-2.0,MIT,CC BY-SA,2026-01-07T00:00-05:00,2,1,0,https://certification.oshwa.org/de000162.html
US000072,United States of America,Protean PWM Logger,Protean Technologies LLC,Electronics,Other,Other,Other,2017-08-06T00:00-04:00,0,1,0,https://certification.oshwa.org/us000072.html
IN000023,India,ProtoCentral ADS1262 32-bit ADC Breakout Board,Protocentral Electronics Private Limited,Electronics,Other,MIT,CC BY-SA,2021-03-29T00:00-04:00,39,16,14,https://certification.oshwa.org/in000023.html
IN000025,India,ProtoCentral ADS1293 3-channel ECG breakout board,Protocentral Electronics Private Limited,Electronics,Other,MIT,CC BY-SA,2021-03-29T00:00-04:00,8,7,1,https://certification.oshwa.org/in000025.html
IN000046,India,ProtoCentral HealthyPi 5,Protocentral Electronics Private Limited,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2023-05-05T00:00-04:00,66,16,6,https://certification.oshwa.org/in000046.html
IN000005,India,"ProtoCentral HealthyPi ECG, Respiration and SpO2 HAT - v2 - for Raspberry Pi",ProtoCentral,Electronics,Other,MIT,CC BY-SA,2017-04-07T00:00-04:00,46,18,11,https://certification.oshwa.org/in000005.html
IN000038,India,ProtoCentral MAX30001 ECG and Respiration/Bio-Impedance Breakout Kit,Protocentral Electronics Private Limited,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2022-10-21T00:00-04:00,6,4,2,https://certification.oshwa.org/in000038.html
IN000004,India,ProtoCentral MAX30003 Single-lead ECG Breakout Board,ProtoCentral,Electronics,Other,MIT,CC BY-SA,2017-03-18T00:00-04:00,46,18,11,https://certification.oshwa.org/in000004.html
IN000017,India,ProtoCentral MAX30205 Wearable Body Thermometer Breakout Board - QWIIC compatible,ProtoCentral,Electronics,Other,MIT,CC BY-SA,2020-08-27T00:00-04:00,18,14,7,https://certification.oshwa.org/in000017.html
IN000016,India,ProtoCentral MAX86150 PPG & ECG sensor breakout,ProtoCentral Electronics,Electronics,Other,MIT,CC BY-SA,2020-05-23T00:00-04:00,41,19,6,https://certification.oshwa.org/in000016.html
IN000040,India,ProtoCentral OpenOx Wireless Pulse Sensor Kit based on AFE4400/ESP32,Protocentral Electronics Private Limited,Electronics,CERN-OHL-P-2.0,MIT,CC-BY-SA-4.0,2022-12-14T00:00-05:00,7,2,3,https://certification.oshwa.org/in000040.html
IN000022,India,ProtoCentral Pulse Express with MAX30102 and MAX32664D,Protocentral Electronics Private Limited,Electronics,Other,MIT,CC BY-SA,2021-03-29T00:00-04:00,18,13,4,https://certification.oshwa.org/in000022.html
CA000016,Canada,PROTONEMA 1011A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2022-10-21T00:00-04:00,18,13,4,https://certification.oshwa.org/ca000016.html
CA000022,Canada,PROTONEMA 1012A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2023-01-11T00:00-05:00,18,13,4,https://certification.oshwa.org/ca000022.html
CA000020,Canada,PROTONEMA 1031A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2022-12-14T00:00-05:00,18,13,4,https://certification.oshwa.org/ca000020.html
CA000019,Canada,PROTONEMA 1032A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2022-12-12T00:00-05:00,18,13,4,https://certification.oshwa.org/ca000019.html
CA000018,Canada,PROTONEMA 1038A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2022-12-08T00:00-05:00,18,13,4,https://certification.oshwa.org/ca000018.html
CA000024,Canada,PROTONEMA 1060A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2023-01-18T00:00-05:00,18,13,4,https://certification.oshwa.org/ca000024.html
CA000015,Canada,Protonema 1510A,David Slik,Education,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2022-10-12T00:00-04:00,52,1,4,https://certification.oshwa.org/ca000015.html
CA000023,Canada,PROTONEMA 1522A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2023-01-11T00:00-05:00,52,1,4,https://certification.oshwa.org/ca000023.html
CA000034,Canada,Protonema 1620A,David Slik,Education,CERN-OHL-S-2.0,CERN-OHL-S-2.0,CERN-OHL-S-2.0,2023-10-06T00:00-04:00,52,1,4,https://certification.oshwa.org/ca000034.html
US002692,United States of America,ps2x2pico,Adam,Electronics,Other,MIT,Other,2024-10-21T00:00-04:00,353,49,20,https://certification.oshwa.org/us002692.html
CA000021,Canada,PSO Printer,Victor Zhang,3D Printing,CERN-OHL-S-2.0,GPL-3.0-or-later,GPL-3.0-or-later,2023-01-11T00:00-05:00,3,1,1,https://certification.oshwa.org/ca000021.html
IE000006,Ireland,PÚCA DSP,Ohmic,Sound,CERN-OHL-1.2,MIT,Other,2024-04-05T00:00-04:00,73,6,4,https://certification.oshwa.org/ie000006.html
US000156,United States of America,PUFFIN UNDERQUILT,"HUMMINGBIRD HAMMOCKS, LLC",Other,Other,No software,Other,2019-04-18T00:00-04:00,6,1,2,https://certification.oshwa.org/us000156.html
IN000002,India,Pulse Oximeter & Heart Rate Sensor based on MAX30100,ProtoCentral,Electronics,Other,MIT,CC BY-SA,2016-11-09T00:00-04:00,22,16,9,https://certification.oshwa.org/in000002.html
US000075,United States of America,Pulse Sensor Amped,"World Famous Electronics, LLC",Tool,Other,MIT,Other,2017-08-30T00:00-04:00,19,4,3,https://certification.oshwa.org/us000075.html
PK000001,Pakistan,PulseChord,Hariz Zoran Farooq,Wearables,CERN-OHL-P-2.0,No software,CC-BY-SA-4.0,2026-01-07T00:00-05:00,1,0,0,https://certification.oshwa.org/pk000001.html
US002069,United States of America,PyCubed,Maximillian Holliday,Education,Other,MIT,CC BY-SA,2022-01-21T00:00-05:00,93,22,10,https://certification.oshwa.org/us002069.html
CN000008,China,Pyramid 3D Printer,深圳市嘉禾三维科技有限公司,3D Printing,Other,GPL,Other,2020-11-19T00:00-05:00,93,22,10,https://certification.oshwa.org/cn000008.html
US000648,United States of America,QGPIO,Greg Steiert,Electronics,Other,No software,CC 0,2020-07-28T00:00-04:00,2,0,1,https://certification.oshwa.org/us000648.html
GT000008,Guatemala,QRE1113,Tesla Lab,Robotics,CERN-OHL-1.2,GPL,CC BY,2021-09-09T00:00-04:00,0,0,1,https://certification.oshwa.org/gt000008.html
CH000011,Switzerland,quadropus,Thorsten Jaeger,Electronics,CERN,GPL,CC BY-SA,2021-04-19T00:00-04:00,1,1,2,https://certification.oshwa.org/ch000011.html
TW000006,Taiwan,QuakeCord,Yian Lee,IOT,CERN-OHL-S-2.0,Other,CC-BY-SA-4.0,2025-06-26T00:00-04:00,3,1,0,https://certification.oshwa.org/tw000006.html
US002450,United States of America,Qualia Bare Driver Board for LP097QX1 Display,"Adafruit Industries, LLC",Electronics,Other,MIT,CC BY-SA,2023-09-08T00:00-04:00,14,5,6,https://certification.oshwa.org/us002450.html
US000763,United States of America,Qwiic Arcade - Blue,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-04T00:00-05:00,8,6,1,https://certification.oshwa.org/us000763.html
US000764,United States of America,Qwiic Arcade - Red,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-04T00:00-05:00,8,6,1,https://certification.oshwa.org/us000764.html
US000710,United States of America,Qwiic BMP388 Pressure Sensor,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,0,0,3,https://certification.oshwa.org/us000710.html
US000708,United States of America,Qwiic Chirp 101 Ultrasonic Rangefinder,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,8,2,4,https://certification.oshwa.org/us000708.html
US001057,United States of America,Qwiic Chirp 101 Ultrasonic Rangefinder SMT,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,8,2,4,https://certification.oshwa.org/us001057.html
US000705,United States of America,Qwiic Digital Capacitor - NCD2400M,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,0,0,2,https://certification.oshwa.org/us000705.html
US000826,United States of America,Qwiic EEPROM - 512Kbit,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-14T00:00-05:00,61,20,8,https://certification.oshwa.org/us000826.html
US000743,United States of America,Qwiic FM Transceiver - Si4721,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2020-12-02T00:00-05:00,3,1,6,https://certification.oshwa.org/us000743.html
US002187,United States of America,Qwiic Fuel Gauge - MAX17048,SparkFun Electronics,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,3,1,6,https://certification.oshwa.org/us002187.html
